Ligand.ApprovedSymbol	ligand_mouse	Receptor.ApprovedSymbol	receptor_mouse
NTS	Nts	NTSR1	Ntsr1
NTS	Nts	NTSR2	Ntsr2
NTS	Nts	SORT1	Sort1
NUCB2	Nucb2	ERAP1	Erap1
NXPH1	Nxph1	NRXN1	Nrxn1
NXPH1	Nxph1	NRXN2	Nrxn2
NXPH1	Nxph1	NRXN3	Nrxn3
NXPH2	Nxph2	NRXN1	Nrxn1
NXPH3	Nxph3	NRXN1	Nrxn1
NXPH3	Nxph3	NRXN2	Nrxn2
NXPH3	Nxph3	NRXN3	Nrxn3
OBP2A	Obp2b	OR1G1	NA
OLAH	Olah	MOG	Mog
OLFM2	Olfm2	ROBO2	Robo2
OMG	Omg	LINGO1	Lingo1
OMG	Omg	NGFR	Ngfr
OMG	Omg	RTN4R	Rtn4r
OMG	Omg	RTN4RL1	Rtn4rl1
OMG	Omg	TNFRSF1B	Tnfrsf1b
ORM1	Orm3	CCR5	NA
OSM	Osm	IL6ST	Il6st
OSM	Osm	LIFR	Lifr
OSM	Osm	OSMR	Osmr
OSTN	Ostn	NPR3	Npr3
OXT	Oxt	AVPR1A	Avpr1a
OXT	Oxt	AVPR1B	Avpr1b
OXT	Oxt	AVPR2	Avpr2
OXT	Oxt	OXTR	Oxtr
P4HB	P4hb	GPR162	Gpr162
PAPLN	Papln	PVRL4	Pvrl4
PAPLN	Papln	SIRPA	Sirpb1c
PCSK9	Pcsk9	VLDLR	Vldlr
PDAP1	Pdap1	PDGFRB	Pdgfrb
PDGFA	Pdgfa	PDGFRA	Pdgfra
PDGFA	Pdgfa	PDGFRB	Pdgfrb
PDGFB	Pdgfb	ART1	Art1
PDGFB	Pdgfb	ITGAV	Itgav
PDGFB	Pdgfb	LRP1	Lrp1
PDGFB	Pdgfb	PDGFRA	Pdgfra
PDGFB	Pdgfb	PDGFRB	Pdgfrb
PDGFB	Pdgfb	S1PR1	S1pr1
PDGFC	Pdgfc	FLT1	Flt1
PDGFC	Pdgfc	FLT4	Flt4
PDGFC	Pdgfc	KDR	Kdr
PDGFC	Pdgfc	PDGFRA	Pdgfra
PDGFC	Pdgfc	PDGFRB	Pdgfrb
PDGFD	Pdgfd	PDGFRA	Pdgfra
PDGFD	Pdgfd	PDGFRB	Pdgfrb
PDX1	Pdx1	SLC2A2	Slc2a2
PDYN	Pdyn	OPRD1	Oprd1
PDYN	Pdyn	OPRK1	Oprk1
PDYN	Pdyn	OPRM1	Oprm1
PENK	Penk	MRGPRX1	Mrgpra9
PENK	Penk	OGFR	Ogfr
PENK	Penk	OPRD1	Oprd1
PENK	Penk	OPRK1	Oprk1
PENK	Penk	OPRM1	Oprm1
PF4	Pf4	CXCR3	Cxcr3
PF4	Pf4	FGFR2	Fgfr2
PF4	Pf4	LDLR	Ldlr
PF4	Pf4	PROCR	Procr
PF4	Pf4	SDC2	Sdc2
PF4	Pf4	THBD	Thbd
PGF	Pgf	FLT1	Flt1
PGF	Pgf	NRP1	Nrp1
PGF	Pgf	NRP2	Nrp2
PI3	NA	PLD2	Pld2
PIGF	Pigf	FLT1	Flt1
PIP	Pip	CD4	Cd4
PIP	Pip	NPTN	Nptn
PKM	Pkm	CD44	Cd44
PLA2G10	Pla2g10	PLA2R1	Pla2r1
PLAT	Plat	ITGAM	Itgam
PLAT	Plat	ITGB2	Itgb2
PLAT	Plat	LRP1	Lrp1
PLAU	Plau	IGF2R	Igf2r
PLAU	Plau	ITGA3	Itga3
PLAU	Plau	ITGA5	Itga5
PLAU	Plau	ITGAM	Itgam
PLAU	Plau	ITGAV	Itgav
PLAU	Plau	ITGB1	Itgb1
PLAU	Plau	ITGB2	Itgb2
PLAU	Plau	ITGB5	Itgb5
PLAU	Plau	LRP1	Lrp1
PLAU	Plau	LRP2	Lrp2
PLAU	Plau	MRC2	Mrc2
PLAU	Plau	PLAUR	Plaur
PLAU	Plau	ST14	St14
PLAU	Plau	VLDLR	Vldlr
PLG	NA	F2R	F2r
PLG	NA	F2RL1	F2rl1
PLG	NA	F3	F3
PLG	NA	FLT1	Flt1
PLG	NA	ITGA9	Itga9
PLG	NA	ITGAM	Itgam
PLG	NA	ITGB1	Itgb1
PLG	NA	ITGB2	Itgb2
PLG	NA	PLAUR	Plaur
PLG	NA	PLGRKT	Plgrkt
PLTP	Pltp	ABCA1	Abca1
PMCH	Pmch	MCHR1	Mchr1
PMCH	Pmch	MCHR2	NA
PNOC	Pnoc	OPRL1	Oprl1
PODXL2	Podxl2	SELL	Sell
PODXL	Podxl	SELL	Sell
POMC	Pomc	MC1R	Mc1r
POMC	Pomc	MC2R	Mc2r
POMC	Pomc	MC3R	Mc3r
POMC	Pomc	MC4R	Mc4r
POMC	Pomc	MC5R	Mc5r
POMC	Pomc	OPRD1	Oprd1
POMC	Pomc	OPRK1	Oprk1
POMC	Pomc	OPRM1	Oprm1
PON2	Pon2	HTR2A	Htr2a
PPBP	Ppbp	CXCR1	Cxcr2
PPBP	Ppbp	CXCR2	Cxcr1
PPBP	Ppbp	DARC	NA
PPY	Ppy	NPY1R	Npy1r
PPY	Ppy	NPY2R	Npy2r
PPY	Ppy	NPY4R	Npy4r
PPY	Ppy	NPY5R	Npy5r
PRLH	Prlh	PRLHR	Prlhr
PRL	Prl7a1	PRLR	Prlr
PRND	Prnd	RPSA	Rpsa
PROC	Proc	ITGAM	Itgam
PROC	Proc	ITGB2	Itgb2
PROC	Proc	PROCR	Procr
PROC	Proc	THBD	Thbd
PROK1	Prok1	PROKR1	Prokr1
PROK1	Prok1	PROKR2	Prokr2
PROK2	Prok2	PROKR1	Prokr1
PROK2	Prok2	PROKR2	Prokr2
PROS1	Pros1	AXL	Axl
PROS1	Pros1	TYRO3	Tyro3
PRSS23	Prss23	TMEM222	Tmem222
PSAP	Psap	CD1B	NA
PSAP	Psap	CELSR1	Celsr1
PSAP	Psap	GPR37	Gpr37
PSAP	Psap	GPR37L1	Gpr37l1
PSAP	Psap	LRP1	Lrp1
PSAP	Psap	SORT1	Sort1
PSEN1	Psen1	CD44	Cd44
PSEN1	Psen1	NCSTN	Ncstn
PSEN1	Psen1	NOTCH1	Notch1
PSEN1	Psen1	NOTCH2	Notch2
PSEN1	Psen1	NOTCH3	Notch3
PSEN1	Psen1	NOTCH4	Notch4
PSPN	Pspn	GFRA1	Gfra1
PSPN	Pspn	GFRA4	Gfra4
PSPN	Pspn	RET	Ret
PSPN	Pspn	SDC3	Sdc3
PTDSS1	Ptdss1	JMJD6	Jmjd6
PTDSS1	Ptdss1	SCARB1	Scarb1
PTGS2	Ptgs2	ALOX5	Alox5
PTGS2	Ptgs2	CAV1	Cav1
PTGS2	Ptgs2	PTGDR2	Ptgdr2
PTH2	Pth2	PTH1R	Pth1r
PTH2	Pth2	PTH2R	Pth2r
PTHLH	Pthlh	PRLHR	Prlhr
PTHLH	Pthlh	PTH1R	Pth1r
PTHLH	Pthlh	PTH2R	Pth2r
PTH	Pth	PTH1R	Pth1r
PTH	Pth	PTH2R	Pth2r
PTMA	Ptma	VIPR1	Vipr1
PTN	Ptn	ALK	Alk
PTN	Ptn	CDH10	Cdh10
PTN	Ptn	PLXNB2	Plxnb2
PTN	Ptn	PTPRB	Ptprb
PTN	Ptn	PTPRS	Ptprs
PTN	Ptn	PTPRZ1	Ptprz1
PTN	Ptn	SDC1	Sdc1
PTN	Ptn	SDC3	Sdc3
PYY	Pyy	FAP	Fap
PYY	Pyy	NPY1R	Npy1r
PYY	Pyy	NPY2R	Npy2r
PYY	Pyy	NPY4R	Npy4r
PYY	Pyy	NPY5R	Npy5r
QDPR	Qdpr	DYSF	Dysf
QRFP	Qrfp	P2RY14	P2ry14
QRFP	Qrfp	QRFPR	C130060K24Rik
RAET1E	NA	KLRK1	Klrk1
RARRES2	Rarres2	CCRL2	Ccrl2
RARRES2	Rarres2	CMKLR1	Cmklr1
RARRES2	Rarres2	GPR1	Gpr1
RBP3	Rbp3	NOTCH1	Notch1
RBP4	Rbp4	STRA6	Stra6
RELN	Reln	ITGA3	Itga3
RELN	Reln	ITGB1	Itgb1
RELN	Reln	LRP8	Lrp8
RELN	Reln	VLDLR	Vldlr
REN	Ren1	ASIC3	Asic3
REN	Ren1	ATP6AP2	Atp6ap2
RGMA	Rgma	BMPR1B	Bmpr1b
RGMA	Rgma	BMPR2	Bmpr2
RGMA	Rgma	HFE2	Hfe2
RGMA	Rgma	NEO1	Neo1
RGMB	Rgmb	BMPR1B	Bmpr1b
RGMB	Rgmb	BMPR2	Bmpr2
RGMB	Rgmb	HFE2	Hfe2
RGMB	Rgmb	NEO1	Neo1
RIMS1	Rims1	CACNA1C	Cacna1c
RIMS1	Rims1	SLC17A7	Slc17a7
RIMS1	Rims1	SLC18A2	Slc18a2
RIMS1	Rims1	SLC18A3	Slc18a3
RIMS2	Rims2	ABCA1	Abca1
RLN1	Rln1	RXFP1	Rxfp1
RLN1	Rln1	RXFP2	Rxfp2
RLN2	Rln1	RXFP1	Rxfp1
RLN2	Rln1	RXFP2	Rxfp2
RLN3	Rln3	RXFP1	Rxfp1
RLN3	Rln3	RXFP2	Rxfp2
RLN3	Rln3	RXFP3	Rxfp3
RLN3	Rln3	RXFP4	Rxfp4
RNASE2	Ear10	TLR2	Tlr2
RPH3A	Rph3a	NRXN1	Nrxn1
RPS19	Rps19	C5AR1	C5ar1
RSPO1	Rspo1	FZD8	Fzd8
RSPO1	Rspo1	LGR4	Lgr4
RSPO1	Rspo1	LGR5	Lgr5
RSPO1	Rspo1	LGR6	Lgr6
RSPO1	Rspo1	LRP6	Lrp6
RSPO1	Rspo1	ZNRF3	Znrf3
RSPO2	Rspo2	LGR4	Lgr4
RSPO2	Rspo2	LGR5	Lgr5
RSPO2	Rspo2	LGR6	Lgr6
RSPO3	Rspo3	FZD8	Fzd8
RSPO3	Rspo3	LGR4	Lgr4
RSPO3	Rspo3	LGR5	Lgr5
RSPO3	Rspo3	LGR6	Lgr6
RSPO3	Rspo3	LRP6	Lrp6
RSPO3	Rspo3	SDC4	Sdc4
RSPO4	Rspo4	LGR4	Lgr4
RSPO4	Rspo4	LGR5	Lgr5
RSPO4	Rspo4	LGR6	Lgr6
RTN4	Rtn4	CNTNAP1	Cntnap1
RTN4	Rtn4	GJB2	Gjb2
RTN4	Rtn4	LINGO1	Lingo1
RTN4	Rtn4	NGFR	Ngfr
RTN4	Rtn4	RTN4R	Rtn4r
RTN4	Rtn4	RTN4RL1	Rtn4rl1
RTN4	Rtn4	TNFRSF19	Tnfrsf19
S100A8	S100a8	TLR4	Tlr4
S100A9	S100a9	TLR4	Tlr4
SAA1	NA	FPR1	Fpr1
SAA1	NA	FPR2	Fpr3
SAA1	NA	SCARB1	Scarb1
SCGB1A1	Scgb1a1	LMBR1L	Lmbr1l
SCGB1A1	Scgb1a1	LRP2	Lrp2
SCGB3A1	Scgb3a1	MARCO	Marco
SCGB3A2	Scgb3a2	MARCO	Marco
SCT	Sct	SCTR	Sctr
SCT	Sct	VIPR1	Vipr1
SCT	Sct	VIPR2	Vipr2
SELPLG	Selplg	ESAM	Esam
SELPLG	Selplg	ITGAM	Itgam
SELPLG	Selplg	ITGB2	Itgb2
SELPLG	Selplg	SELE	Sele
SELPLG	Selplg	SELL	Sell
SELPLG	Selplg	SELP	Selp
SEMA3A	Sema3a	NRP1	Nrp1
SEMA3A	Sema3a	NRP2	Nrp2
SEMA3A	Sema3a	PLXNA1	Plxna1
SEMA3A	Sema3a	PLXNA2	Plxna2
SEMA3A	Sema3a	PLXNA3	Plxna3
SEMA3A	Sema3a	PLXNA4	Plxna4
SEMA3B	Sema3b	NRP1	Nrp1
SEMA3B	Sema3b	NRP2	Nrp2
SEMA3C	Sema3c	NRP1	Nrp1
SEMA3C	Sema3c	NRP2	Nrp2
SEMA3C	Sema3c	PLXND1	Plxnd1
SEMA3D	Sema3d	NRP1	Nrp1
SEMA3E	Sema3e	NRP1	Nrp1
SEMA3E	Sema3e	PLXND1	Plxnd1
SEMA3F	Sema3f	NRP1	Nrp1
SEMA3F	Sema3f	NRP2	Nrp2
SEMA3F	Sema3f	PLXNA1	Plxna1
SEMA3F	Sema3f	PLXNA3	Plxna3
SEMA3G	Sema3g	NRP2	Nrp2
SEMA4A	Sema4a	PLXND1	Plxnd1
SEMA4B	Sema4b	DCBLD2	Dcbld2
SEMA4C	Sema4c	PLXNB2	Plxnb2
SEMA4D	Sema4d	CD72	Cd72
SEMA4D	Sema4d	ERBB2	Erbb2
SEMA4D	Sema4d	MET	Met
SEMA4D	Sema4d	PLXNB1	Plxnb1
SEMA4D	Sema4d	PLXNB2	Plxnb2
SEMA4F	Sema4f	NRP2	Nrp2
SEMA4G	Sema4g	PLXNB2	Plxnb2
SEMA5A	Sema5a	MET	Met
SEMA5A	Sema5a	PLXNB3	Plxnb3
SEMA6A	Sema6a	PLXNA2	Plxna2
SEMA6A	Sema6a	PLXNA4	Plxna4
SEMA6D	Sema6d	KDR	Kdr
SEMA6D	Sema6d	PLXNA1	Plxna1
SEMA6D	Sema6d	TREM2	Trem2
SEMA6D	Sema6d	TYROBP	Tyrobp
SEMA7A	Sema7a	ITGA1	Itga1
SEMA7A	Sema7a	ITGB1	Itgb1
SEMA7A	Sema7a	PLXNC1	Plxnc1
SERPINA1	Serpina1e	LRP1	Lrp1
SERPINA7	Serpina7	SLC16A2	Slc16a2
SERPINC1	Serpinc1	GPC1	Gpc1
SERPINC1	Serpinc1	LRP1	Lrp1
SERPINC1	Serpinc1	SDC2	Sdc2
SERPINE1	Serpine1	ITGAV	Itgav
SERPINE1	Serpine1	ITGB5	Itgb5
SERPINE1	Serpine1	LRP1	Lrp1
SERPINE1	Serpine1	LRP2	Lrp2
SERPINE1	Serpine1	PLAUR	Plaur
SERPINE2	Serpine2	LRP1	Lrp1
SERPING1	Serping1	LRP1	Lrp1
SERPING1	Serping1	SELE	Sele
SERPING1	Serping1	SELP	Selp
SFRP1	Sfrp1	FZD2	Fzd2
SFRP1	Sfrp1	FZD6	Fzd6
SFTPA1	Sftpa1	TLR2	Tlr2
SFTPA2	Sftpa1	CD93	Cd93
SFTPD	Sftpd	LY96	Ly96
SFTPD	Sftpd	TLR4	Tlr4
SHANK1	Shank1	ABCA1	Abca1
SHANK1	Shank1	BAI2	NA
SHANK1	Shank1	LPHN1	NA
SHANK1	Shank1	LPHN2	NA
SHANK1	Shank1	SSTR2	Sstr2
SHBG	Shbg	CD177	Gm4763
SHBG	Shbg	CLDN4	Cldn4
SHBG	Shbg	SLC37A1	Slc37a1
SHH	Shh	BOC	Boc
SHH	Shh	CDON	Cdon
SHH	Shh	GPC5	Gpc5
SHH	Shh	HHIP	Hhip
SHH	Shh	LRP2	Lrp2
SHH	Shh	PTCH1	Ptch1
SHH	Shh	PTCH2	Ptch2
SHH	Shh	SMO	Smo
SLIT1	Slit1	GPC1	Gpc1
SLIT1	Slit1	ROBO1	Robo1
SLIT1	Slit1	SDC1	Sdc1
SLIT2	Slit2	DCC	Dcc
SLIT2	Slit2	GPC1	Gpc1
SLIT2	Slit2	ROBO1	Robo1
SLIT2	Slit2	ROBO2	Robo2
SLIT2	Slit2	ROBO4	Robo4
SLIT2	Slit2	SDC1	Sdc1
SLIT3	Slit3	ROBO2	Robo2
SLPI	Slpi	CD4	Cd4
SORBS1	Sorbs1	INSR	Insr
SORBS1	Sorbs1	ITGA1	Itga1
SORBS1	Sorbs1	ITGB5	Itgb5
SOST	Sost	LRP5	Lrp5
SOST	Sost	LRP6	Lrp6
SPINK1	Spink3	EGFR	Egfr
SPINK1	Spink3	NRSN1	Nrsn1
SPINT1	Spint1	ST14	St14
SPON2	Spon2	ITGAM	Itgam
SPON2	Spon2	ITGB2	Itgb2
SPP1	Spp1	CD44	Cd44
SPP1	Spp1	ITGA4	Itga4
SPP1	Spp1	ITGA5	Itga5
SPP1	Spp1	ITGA9	Itga9
SPP1	Spp1	ITGAV	Itgav
SPP1	Spp1	ITGB1	Itgb1
SPP1	Spp1	S1PR1	S1pr1
SST	Sst	SSTR1	Sstr1
SST	Sst	SSTR2	Sstr2
SST	Sst	SSTR3	Sstr3
SST	Sst	SSTR4	Sstr4
SST	Sst	SSTR5	Sstr5
SYTL3	Sytl3	NRXN1	Nrxn1
TAC1	Tac1	TACR1	Tacr1
TAC1	Tac1	TACR2	Tacr2
TAC1	Tac1	TACR3	Tacr3
TAC3	Tac2	TACR1	Tacr1
TAC3	Tac2	TACR2	Tacr2
TAC3	Tac2	TACR3	Tacr3
TAC4	Tac4	TACR1	Tacr1
TAC4	Tac4	TACR2	Tacr2
TAC4	Tac4	TACR3	Tacr3
TCN2	Tcn2	CNR1	Cnr1
TCN2	Tcn2	LRP2	Lrp2
TCTN1	Tctn1	TMEM67	Tmem67
TDGF1	Tdgf1	ACVR1B	Acvr1b
TDGF1	Tdgf1	ACVR1C	Acvr1c
TDGF1	Tdgf1	ACVR2A	Acvr2a
TDGF1	Tdgf1	ACVR2B	Acvr2b
TDGF1	Tdgf1	GPC1	Gpc1
TFPI	Tfpi	F3	F3
TFPI	Tfpi	LRP1	Lrp1
TFPI	Tfpi	SDC4	Sdc4
TFPI	Tfpi	VLDLR	Vldlr
TF	Trf	GPR162	Gpr162
TF	Trf	TFR2	Tfr2
TF	Trf	TFRC	Tfrc
TGFA	Tgfa	EGFR	Egfr
TGFA	Tgfa	ERBB2	Erbb2
TGFA	Tgfa	ERBB3	Erbb3
TGFA	Tgfa	ERBB4	Erbb4
TGFB1	Tgfb1	ACVRL1	Acvrl1
TGFB1	Tgfb1	CAV1	Cav1
TGFB1	Tgfb1	CD109	Cd109
TGFB1	Tgfb1	CXCR4	Cxcr4
TGFB1	Tgfb1	ENG	Eng
TGFB1	Tgfb1	ITGAV	Itgav
TGFB1	Tgfb1	ITGB6	Itgb6
TGFB1	Tgfb1	ITGB8	Itgb8
TGFB1	Tgfb1	SDC2	Sdc2
TGFB1	Tgfb1	TGFBR1	Tgfbr1
TGFB1	Tgfb1	TGFBR2	Tgfbr2
TGFB1	Tgfb1	TGFBR3	Tgfbr3
TGFB2	Tgfb2	ACVR1	Acvr1
TGFB2	Tgfb2	ENG	Eng
TGFB2	Tgfb2	TGFBR1	Tgfbr1
TGFB2	Tgfb2	TGFBR2	Tgfbr2
TGFB2	Tgfb2	TGFBR3	Tgfbr3
TGFB3	Tgfb3	ACVRL1	Acvrl1
TGFB3	Tgfb3	ENG	Eng
TGFB3	Tgfb3	TGFBR1	Tgfbr1
TGFB3	Tgfb3	TGFBR2	Tgfbr2
TGFB3	Tgfb3	TGFBR3	Tgfbr3
TGM2	Tgm2	GPR56	NA
TGM2	Tgm2	ITGA4	Itga4
TGM2	Tgm2	ITGA9	Itga9
TGM2	Tgm2	ITGB1	Itgb1
TGM2	Tgm2	ITGB3	Itgb3
TGM2	Tgm2	SDC4	Sdc4
TGM2	Tgm2	TBXA2R	Tbxa2r
TG	Tg	ASGR1	Asgr1
TG	Tg	LRP2	Lrp2
THBS1	Thbs1	CD36	Cd36
THBS1	Thbs1	CD47	Cd47
THBS1	Thbs1	ITGA2B	Itga2b
THBS1	Thbs1	ITGA3	Itga3
THBS1	Thbs1	ITGA4	Itga4
THBS1	Thbs1	ITGA6	Itga6
THBS1	Thbs1	ITGB1	Itgb1
THBS1	Thbs1	ITGB3	Itgb3
THBS1	Thbs1	LRP1	Lrp1
THBS1	Thbs1	LRP5	Lrp5
THBS1	Thbs1	SCARB1	Scarb1
THBS1	Thbs1	SDC1	Sdc1
THBS1	Thbs1	SDC4	Sdc4
THBS1	Thbs1	TNFRSF11B	Tnfrsf11b
THBS2	Thbs2	CD47	Cd47
THBS2	Thbs2	ITGA4	Itga4
THBS2	Thbs2	ITGA6	Itga6
THBS2	Thbs2	ITGB1	Itgb1
THBS2	Thbs2	NOTCH3	Notch3
THBS2	Thbs2	NOTCH4	Notch4
THPO	Thpo	MPL	Mpl
THPO	Thpo	SIRPB1	Sirpa
TIMP1	Timp1	CD63	Cd63
TIMP2	Timp2	ITGA3	Itga3
TIMP2	Timp2	ITGB1	Itgb1
TIMP3	Timp3	AGTR2	Agtr2
TIMP3	Timp3	KDR	Kdr
TNC	Tnc	CNTN1	Cntn1
TNC	Tnc	EGFR	Egfr
TNC	Tnc	ITGA2	Itga2
TNC	Tnc	ITGA5	Itga5
TNC	Tnc	ITGA7	Itga7
TNC	Tnc	ITGA8	Itga8
TNC	Tnc	ITGA9	Itga9
TNC	Tnc	ITGAV	Itgav
TNC	Tnc	ITGB1	Itgb1
TNC	Tnc	NT5E	Nt5e
TNC	Tnc	PTPRB	Ptprb
TNC	Tnc	PTPRZ1	Ptprz1
TNC	Tnc	SDC1	Sdc1
TNC	Tnc	SDC4	Sdc4
TNFSF10	Tnfsf10	TNFRSF10A	Tnfrsf10b
TNFSF10	Tnfsf10	TNFRSF10B	Tnfrsf10b
TNFSF10	Tnfsf10	TNFRSF10C	Tnfrsf10b
TNFSF10	Tnfsf10	TNFRSF10D	Tnfrsf10b
TNFSF10	Tnfsf10	TNFRSF11B	Tnfrsf11b
TNFSF11	Tnfsf11	TNFRSF11A	Tnfrsf11a
TNFSF11	Tnfsf11	TNFRSF11B	Tnfrsf11b
TNFSF12	Tnfsf12	TNFRSF12A	Tnfrsf12a
TNFSF12	Tnfsf12	TNFRSF25	Tnfrsf25
TNFSF13B	Tnfsf13b	TNFRSF13B	Tnfrsf13b
TNFSF13B	Tnfsf13b	TNFRSF13C	Tnfrsf13c
TNFSF13B	Tnfsf13b	TNFRSF17	Tnfrsf17
TNFSF13	Tnfsf13	FAS	Fas
TNFSF13	Tnfsf13	SDC2	Sdc2
TNFSF13	Tnfsf13	TNFRSF11B	Tnfrsf11b
TNFSF13	Tnfsf13	TNFRSF13B	Tnfrsf13b
TNFSF13	Tnfsf13	TNFRSF14	Tnfrsf14
TNFSF13	Tnfsf13	TNFRSF17	Tnfrsf17
TNFSF13	Tnfsf13	TNFRSF1A	Tnfrsf1a
TNFSF14	Tnfsf14	LTBR	Ltbr
TNFSF14	Tnfsf14	TNFRSF14	Tnfrsf14
TNFSF14	Tnfsf14	TNFRSF6B	NA
TNFSF15	Tnfsf15	TNFRSF25	Tnfrsf25
TNFSF15	Tnfsf15	TNFRSF6B	NA
TNFSF18	Tnfsf18	TNFRSF18	Tnfrsf18
TNFSF4	Tnfsf4	TNFRSF4	Tnfrsf4
TNFSF4	Tnfsf4	TRAF2	Traf2
TNFSF8	Tnfsf8	TNFRSF8	Tnfrsf8
TNFSF9	Tnfsf9	TNFRSF9	Tnfrsf9
TNFSF9	Tnfsf9	TRAF2	Traf2
TNF	Tnf	LTBR	Ltbr
TNF	Tnf	SLC5A11	Slc5a11
TNF	Tnf	TNFRSF1A	Tnfrsf1a
TNF	Tnf	TNFRSF1B	Tnfrsf1b
TNF	Tnf	TNFRSF21	Tnfrsf21
TNF	Tnf	TRAF2	Traf2
TPH1	Tph1	HTR1A	Htr1a
TPH1	Tph1	HTR1B	Htr1b
TPH1	Tph1	HTR1D	Htr1d
TPH1	Tph1	HTR1E	NA
TPH1	Tph1	HTR1F	Htr1f
TPH1	Tph1	HTR2A	Htr2a
TPH1	Tph1	HTR2B	Htr2b
TPH1	Tph1	HTR2C	Htr2c
TPH1	Tph1	HTR4	Htr4
TPH1	Tph1	HTR5A	Htr5a
TPH1	Tph1	HTR6	Htr6
TPH1	Tph1	HTR7	Htr7
TRH	Trh	TRHR	Trhr
TSHB	Tshb	TSHR	Tshr
TSLP	Tslp	IL7R	Il7r
UBA52	Gm11808	ACVR1	Acvr1
UBA52	Gm11808	AGTR1	Agtr1a
UBA52	Gm11808	BMPR1B	Bmpr1b
UBA52	Gm11808	EGFR	Egfr
UBA52	Gm11808	ERBB2	Erbb2
UBA52	Gm11808	FSHR	Fshr
UBA52	Gm11808	NOTCH1	Notch1
UBA52	Gm11808	TGFBR1	Tgfbr1
UBA52	Gm11808	TGFBR2	Tgfbr2
UCN2	Ucn2	CRHR1	Crhr1
UCN2	Ucn2	CRHR2	Crhr2
UCN2	Ucn2	IL10RB	Il10rb
UCN3	Ucn3	CRHR1	Crhr1
UCN3	Ucn3	CRHR2	Crhr2
UCN3	Ucn3	IL10RB	Il10rb
UCN	Ucn	CRHR1	Crhr1
UCN	Ucn	CRHR2	Crhr2
ULBP2	NA	KLRK1	Klrk1
UTS2B	Uts2b	UTS2R	Uts2r
UTS2	Uts2	UTS2R	Uts2r
VASP	Vasp	CXCR2	Cxcr1
VCAM1	Vcam1	ITGA4	Itga4
VCAM1	Vcam1	ITGA9	Itga9
VCAM1	Vcam1	ITGAD	Itgad
VCAM1	Vcam1	ITGB1	Itgb1
VCAM1	Vcam1	ITGB2	Itgb2
VCAM1	Vcam1	ITGB7	Itgb7
VCAN	Vcan	CD44	Cd44
VCAN	Vcan	EGFR	Egfr
VCAN	Vcan	ITGA4	Itga4
VCAN	Vcan	ITGB1	Itgb1
VCAN	Vcan	SELL	Sell
VCAN	Vcan	SELP	Selp
VCAN	Vcan	TLR1	Tlr1
VCAN	Vcan	TLR2	Tlr2
VEGFA	Vegfa	EGFR	Egfr
VEGFA	Vegfa	EPHB2	Ephb2
VEGFA	Vegfa	FLT1	Flt1
VEGFA	Vegfa	GPC1	Gpc1
VEGFA	Vegfa	ITGA9	Itga9
VEGFA	Vegfa	ITGAV	Itgav
VEGFA	Vegfa	ITGB1	Itgb1
VEGFA	Vegfa	KDR	Kdr
VEGFA	Vegfa	NRP1	Nrp1
VEGFA	Vegfa	NRP2	Nrp2
VEGFA	Vegfa	RET	Ret
VEGFA	Vegfa	SIRPA	Sirpb1c
VEGFA	Vegfa	TYRO3	Tyro3
VEGFB	Vegfb	FLT1	Flt1
VEGFB	Vegfb	NRP1	Nrp1
VEGFB	Vegfb	RET	Ret
VEGFB	Vegfb	TYRO3	Tyro3
VEGFC	Vegfc	FLT1	Flt1
VEGFC	Vegfc	FLT4	Flt4
VEGFC	Vegfc	ITGA9	Itga9
VEGFC	Vegfc	ITGB1	Itgb1
VEGFC	Vegfc	KDR	Kdr
VEGFC	Vegfc	LYVE1	Lyve1
VEGFC	Vegfc	NRP2	Nrp2
VEGFC	Vegfc	VIPR2	Vipr2
VIM	Vim	CD44	Cd44
VIP	Vip	ADCYAP1R1	Adcyap1r1
VIP	Vip	NPR3	Npr3
VIP	Vip	SCTR	Sctr
VIP	Vip	VIPR1	Vipr1
VIP	Vip	VIPR2	Vipr2
VTN	Vtn	CD47	Cd47
VTN	Vtn	ITGA2B	Itga2b
VTN	Vtn	ITGA3	Itga3
VTN	Vtn	ITGA5	Itga5
VTN	Vtn	ITGA8	Itga8
VTN	Vtn	ITGAV	Itgav
VTN	Vtn	ITGB1	Itgb1
VTN	Vtn	ITGB3	Itgb3
VTN	Vtn	ITGB5	Itgb5
VTN	Vtn	ITGB6	Itgb6
VTN	Vtn	ITGB8	Itgb8
VTN	Vtn	KDR	Kdr
VTN	Vtn	PLAUR	Plaur
VTN	Vtn	PVR	NA
VTN	Vtn	TNFRSF11B	Tnfrsf11b
VWF	Vwf	GP1BA	Gp1ba
VWF	Vwf	ITGA2B	Itga2b
VWF	Vwf	SELP	Selp
VWF	Vwf	SIRPA	Sirpb1c
VWF	Vwf	TNFRSF11B	Tnfrsf11b
WNT11	Wnt11	FZD7	Fzd7
WNT16	Wnt16	FZD6	Fzd6
WNT1	Wnt1	FZD1	Fzd1
WNT1	Wnt1	FZD3	Fzd3
WNT1	Wnt1	FZD5	Fzd5
WNT1	Wnt1	FZD7	Fzd7
WNT1	Wnt1	FZD8	Fzd8
WNT1	Wnt1	FZD9	Fzd9
WNT1	Wnt1	LRP5	Lrp5
WNT1	Wnt1	LRP6	Lrp6
WNT1	Wnt1	RYK	Ryk
